,master_recipe_id,id,name,edition_year,ingredient_id_0,recipe_ingredient_type_0,measurement_id_0,amount_0,ingredient_id_1,recipe_ingredient_type_1,measurement_id_1,amount_1,ingredient_id_2,recipe_ingredient_type_2,measurement_id_2,amount_2,ingredient_id_3,recipe_ingredient_type_3,measurement_id_3,amount_3,ingredient_id_4,recipe_ingredient_type_4,measurement_id_4,amount_4,ingredient_id_5,recipe_ingredient_type_5,measurement_id_5,amount_5,ingredient_id_6,recipe_ingredient_type_6,measurement_id_6,amount_6,ingredient_id_7,recipe_ingredient_type_7,measurement_id_7,amount_7,ingredient_id_8,recipe_ingredient_type_8,measurement_id_8,amount_8,ingredient_id_9,recipe_ingredient_type_9,measurement_id_9,amount_9,ingredient_id_10,recipe_ingredient_type_10,measurement_id_10,amount_10,ingredient_id_11,recipe_ingredient_type_11,measurement_id_11,amount_11,ingredient_id_12,recipe_ingredient_type_12,measurement_id_12,amount_12,ingredient_id_13,recipe_ingredient_type_13,measurement_id_13,amount_13,ingredient_replacement_suggestions,instructions,glass_id,notes,year_introduced
2050,8472.0,8472,Coffee Flip,1988,542.0,Main,0.0,1,2054.0,Main,10.0,1,52.0,Main,4.0,1,56.0,Main,4.0,1,2369.0,Main,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.,63,,1957
2051,8474.0,8474,Coffee Sour,1988,102.0,Main,4.0,1 1/2,761.0,Main,4.0,1,2054.0,Main,10.0,1,116.0,Main,0.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into sour glass.,63,,1974
2052,8475.0,8475,Cognac Coupling,1988,20.0,Main,4.0,2,69.0,Main,4.0,1,2358.0,Main,4.0,1/2,761.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into old-fashioned glass over ice cubes.,27,,1974
2053,8478.0,8478,Cole's Raspberry Cream,1988,2423.0,Main,34.0,1 1/2,2424.0,Main,34.0,1 1/2,82.0,Main,4.0,1 1/2,38.0,Main,4.0,1 1/2,80.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake or blend.,3,,1984
2054,8482.0,8482,Combo,1988,19.0,Main,4.0,2 1/2,52.0,Main,10.0,1,21.0,Main,10.0,1/2,2054.0,Main,10.0,1/2,2048.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into old-fashioned glass over ice cubes.,27,,1974
2055,8487.0,8487,Cornell Cocktail,1988,761.0,Main,10.0,1/2,12.0,Main,10.0,1,116.0,Main,0.0,1,16.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2056,8488.0,8488,Coronation Cocktail,1988,16.0,Main,4.0,3/4,108.0,Main,4.0,3/4,19.0,Main,4.0,3/4,17.0,Main,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2057,8491.0,8491,Cowboy Cocktail,1988,373.0,Main,4.0,1 1/2,930.0,Main,34.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,"*Bourbon, Blended, Rye or Canadian.",1935
2058,8495.0,8495,Creamsicle,1988,426.0,Main,4.0,1 1/2,98.0,Main,4.0,1 1/2,2052.0,Main,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fill a tall glass with ice, add the above ingredients, and stir.",13,,1984
2059,8496.0,8496,Creamy Orange,1988,2052.0,Main,4.0,1,170.0,Main,4.0,1,52.0,Main,4.0,3/4,930.0,Main,34.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2060,8497.0,8497,Creamy Screwdriver,1988,38.0,Main,4.0,2,95.0,Main,0.0,1,2052.0,Main,4.0,6,708.0,Main,10.0,1,2122.0,Main,40.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combine all ingredients with a half-cup of crushed ice in an electric blender. Blend at low speed and pour into collins glass.,13,,1974
2061,8499.0,8499,Creme de Gin Cocktail,1988,16.0,Main,4.0,1 1/2,55.0,Main,4.0,1/2,116.0,Main,0.0,1,761.0,Main,10.0,2,2052.0,Main,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1957
2062,8509.0,8509,Chocolate Daisy,1988,2103.0,Main,0.0,1/2,2054.0,Main,10.0,1/2,54.0,Main,10.0,1,52.0,Main,4.0,1 1/2,56.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into stein or metal cup. Add ice cubes and decorate with fruit,65,,1957
2063,8519.0,8519,Lemonade (Egg),1988,2103.0,Main,0.0,1,2054.0,Main,10.0,2,542.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake and strain into collins glass over ice cubes. Add enough water to fill glass. Serve with straws.,13,,1957
2064,8521.0,8521,Lemonade (Golden),1988,2103.0,Main,0.0,1,2054.0,Main,10.0,2,95.0,Main,0.0,1,510.0,Main,4.0,6,2346.0,Garnish,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into collins glass. Decorate with slices of orange and lemon, and a cherry.",13,,1957
2065,8528.0,8528,Pacman,1988,761.0,Main,10.0,2,54.0,Main,10.0,1,2048.0,Main,2.0,1,97.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Add grenadine, lemon juice, and bitters to collins filled with ice. Top  with wedge of lime. with ginger ale. Notch an orange slice and slide down side of glass.",13,,1988
2066,8532.0,8532,Pike's Peak Cooler,1988,2116.0,Main,0.0,1/2,2103.0,Main,0.0,1/2,2054.0,Main,10.0,1,542.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into collins glass with cracked ice. Fill with cider and stir. Insert a spiral of orange or lemon peel (or both) and dangle over rim of glass.,13,,1957
2067,8559.0,8559,White Cargo Cocktail,1984,677.0,Main,30.0,1,2433.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake until thoroughly mixed and add water or sauterne if the mixture if too thick. Serve in an old-fashioned glass.,27,,1935
2068,8737.0,8737,Orange Smile,1984,302.0,Main,0.0,1,2167.0,Main,0.0,1,54.0,Main,34.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into stem goblet.,34,,1957
2069,8808.0,8808,Cafe di Saronno,1984,2245.0,Main,4.0,1,2212.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add 1 oz. Amaretto di Saronno to a cup of black coffee. Top with whipped cream.,68,,1984
2070,8932.0,8932,Dillatini Cocktail,1984,2433.0,Main,4.0,1 1/2,19.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serve with a dilly bean.,55,,1984
2071,8938.0,8938,Dr. Cook,1984,2433.0,Main,4.0,3/4,761.0,Main,34.0,1,12.0,Main,2.0,1,116.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into wine glass.,34,,1974
2072,9146.0,9146,T.N.T. No. 1,1984,2251.0,Main,4.0,1 1/2,2149.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1984
2073,9173.0,9173,Tea Saronno,1984,2364.0,Main,4.0,6,2245.0,Main,4.0,1 1/2,829.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour hot tea into a stemmed glass, using a spoon in glass to prevent cracking. Add Amaretto di Saronno but do not stir. Top with chilled whipped cream.",59,,1984
2074,9197.0,9197,Gin and Milk Punch,1984,2054.0,Main,10.0,1,2433.0,Main,4.0,2,98.0,Main,40.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice, strain into collins glass, and sprinkle nutmeg on top.",13,,1984
2075,9212.0,9212,God Child,1984,2245.0,Main,4.0,1,2451.0,Main,4.0,1,80.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake well with cracked ice. Strain and serve in a champagne glass.,3,,1984
2076,9236.0,9236,Grenadine Rickey,1984,2104.0,Main,0.0,1/2,54.0,Main,4.0,1 1/2,2082.0,For the Glass,18.0,1 1/2,686.0,Garnish,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into highball glass over ice cubes and fill with carbonated water. Stir. Put a slice of lime in glass.,21,,1935
2077,9251.0,9251,Hill Billy Highball,1984,2227.0,Main,4.0,2,2334.0,Main,0.0,2,2280.0,Garnish,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour into highball glass over ice cubes, add a twist of lemon peel, and stir.",21,,1972
2078,9260.0,4305,Horses Neck (With a Kick) ,1972,2080.0,Main,4.0,2,15.0,Main,18.0,Fill,2080.0,Main,65.0,1,97.0,Main,18.0,Fill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peel rind of whole lemon in spiral fashion and put in 12 oz. Tom Collins glass with one end hanging over the rim. Fill glass with ice cubes. Add 2 oz. Old Mr. Boston Whiskey.* Then fill with ginger ale and stir well.,13,"*Bourbon, Blended, Rye or Canadian.",1935
2079,9286.0,9286,Irish Whisky ,1984,2432.0,Main,10.0,1/2,2149.0,Main,10.0,1/2,12.0,Main,10.0,1/4,2048.0,Main,2.0,1,567.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Serve with an olive.,44,,1984
2080,9314.0,9314,K. C. B. Cocktail,1984,189.0,Main,4.0,1/2,2433.0,Main,4.0,1 1/2,2431.0,Main,10.0,1/4,761.0,Main,10.0,1/4,4.0,Garnish,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Add a twist of lemon peel.,44,,1957
2081,9411.0,9411,Mandarine Mist,1984,2404.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pack an old-fashioned glass with finely crushed ice. Add Mandarine Napoleon Liqueur and a twist of tangerine peel. Serve with short straws.,27,,1984
2082,9413.0,9413,Mandarine Sour,1984,2404.0,Main,4.0,2,761.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into a sour glass. Decorate with a cherry and orange slice.,63,,1984
2083,9447.0,3513,Million Dollar Cocktail,1960,118.0,Main,10.0,2,54.0,Main,10.0,1,116.0,Main,0.0,1,9.0,Main,4.0,3/4,2067.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake well with cracked ice and strain into 4 oz. cocktail glass.,44,,1960
2084,9493.0,9493,Saronno Rose,1984,2245.0,Main,4.0,1 1/2,2487.0,Main,4.0,1/2,2362.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour Amaretto di Saronno and lime juice over ice in a collins glass and fill with club soda.,13,,1984
2085,9494.0,9494,Saronno Mist,1984,2245.0,Main,4.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Serve in an old-fashioned glass over crushed ice with a twist of lemon or a wedge of lime, if desired.",27,,1984
2086,9495.0,9495,Saronno Colada (Nutty Colada),1984,2245.0,Main,4.0,3,2336.0,Main,34.0,3,2133.0,Main,34.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Put in an electric blender with 2 cups of crushed ice and blend at high speed for a short time. Pour into a collins glass and serve with a straw.,13,,1984
2087,9496.0,9496,Saronno,1984,2245.0,Main,4.0,1,2436.0,Main,4.0,1,930.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake well with cracked ice. Strain and serve in cocktail glass.,44,,1974
2088,9506.0,9506,Sake Martini,1984,253.0,Main,87.0,1,2433.0,Main,87.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir with ice, strain into 3-or 4-oz. cocktail glass and serve with an olive.",44,,1984
2089,9536.0,10707,Yellowjacket,2000,118.0,Main,4.0,2,2052.0,Main,4.0,2,761.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into old-fashioned glass filled with ice cubes. Garnish with a lemon slice.,27,,2000
2090,9544.0,9544,Bourbon and Water,2000,711.0,Main,4.0,2,510.0,Main,4.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour bourbon and water into old-fashioned glass. Add ice and a twist of lemon peel, if desired, and stir.",27,,2000
2091,9545.0,9545,Bourbon Cobbler,2000,711.0,Main,4.0,2 1/2,761.0,Main,34.0,1,204.0,Main,10.0,2,900.0,Main,10.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combine all ingredients in mixing glass, pour over ice into old-fashioned glass. Decorate with peach slice.",27,,2000
2092,9547.0,9547,Bourbon On The Rocks,2000,711.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour bourbon into old-fashioned glass half-filled with ice.,27,,2000
2093,9549.0,9549,Buddy's Favorite,2000,711.0,Main,4.0,1 1/2,2370.0,Main,4.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour ingredients into highball glass. Stir and serve without ice.,21,,1988
2094,9555.0,9555,Dixie Julep,2000,2054.0,Main,10.0,1,711.0,Main,4.0,2 1/2,2088.0,Garnish,64.0,2 1/2,2122.0,Main,18.0,Fill,2088.0,Garnish,64.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Put sugar and bourbon into collins glass. Fill with crushed ice and stir gently until glass is frosted. Decorate with sprigs of mint. Serve with straws.,13,,1935
2095,9557.0,9557,Gentleman's Cocktail,2000,711.0,Main,4.0,1 1/2,52.0,Main,4.0,1/2,2123.0,Main,4.0,1/2,2362.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour bourbon, brandy, and creme de menthe over ice into highball glass. Add club soda and garnish with a lemon twist.",21,,2000
2096,9563.0,9563,Limestone,2000,711.0,Main,4.0,1 1/2,2317.0,Main,0.0,,430.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Into ice-filled highball glass, pour bourbon, fill glass with collins mix, and add lime juice to taste.",21,,1978
2097,9568.0,9568,Mint Julep (Southern Style),2000,2114.0,Main,64.0,5-6,2054.0,Main,10.0,1,510.0,Main,10.0,2,711.0,Main,4.0,2 1/2,2088.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In silver mug or collins glass, dissolve powdered sugar with water. Fill with finely shaved ice and add bourbon. Stir until glass is heavily frosted, adding more ice if necessary. (Do not hold glass with hand while stirring.) Decorate with sprigs of fresh mint so that the tops are about two inches above the rim of glass. Use short straws so that it will be necessary to bury nose in mint, which is intended for scent rather than taste.",13,,1957
2098,9573.0,9573,Red Raider,2000,711.0,Main,4.0,1,21.0,Main,4.0,1/2,761.0,Main,4.0,1,54.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2099,9580.0,9580,After Dinner Cocktail,2000,2254.0,Main,4.0,1,21.0,Main,4.0,1,2104.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Leave lime in glass.,44,,1935
2100,9588.0,9588,Apricot Cocktail,2000,2103.0,Main,0.0,1/4,2167.0,Main,0.0,1/4,2254.0,Main,4.0,1 1/2,16.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2101,9611.0,9611,Brandy Milk Punch,2000,2054.0,Main,10.0,1,52.0,Main,4.0,2,98.0,Main,40.0,1,98.0,Main,18.0,1,81.0,Garnish,75.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice, strain into collins glass, and sprinkle nutmeg on top.",13,,1935
2102,9615.0,9615,Brandy and Soda,2000,52.0,Main,4.0,2,2362.0,Main,0.0,2,2082.0,Main,4.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour brandy into collins glass with ice cubes. Fill with club soda.,13,,1957
2103,9617.0,9617,Brandy Squirt,2000,52.0,Main,4.0,1 1/2,2054.0,Main,34.0,1,54.0,Main,10.0,1,2362.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into highball glass and fill with club soda. Decorate with stick of pineapple and strawberries.,21,,1957
2104,9621.0,9621,Brantini,2000,52.0,Main,4.0,1 1/2,16.0,Main,4.0,1,19.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with cracked ice and strain into old-fashioned glass with cubed ice. Add a twist of lemon peel.,27,,1974
2105,9623.0,9623,Bull's Eye,2000,52.0,Main,4.0,1,96.0,Main,4.0,2,97.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into highball glass over ice cubes and fill with ginger ale. Stir.,21,,1957
2106,9625.0,9625,Button Hook Cocktail,2000,2495.0,Main,4.0,1/2,2254.0,Main,4.0,1/2,75.0,Main,4.0,1/2,52.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2107,9628.0,9628,Carrol Cocktail,2000,52.0,Main,4.0,1 1/2,9.0,Main,4.0,3/4,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Serve with a cherry.,44,,1935
2108,9632.0,9632,Cherry Fizz,2000,2103.0,Main,0.0,1/2,91.0,Main,4.0,2,2362.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into highball glass with two ice cubes. Fill with club soda and decorate with a cherry.,21,,1957
2109,9633.0,9633,Cherry Sling,2000,91.0,Main,4.0,2,2103.0,Main,0.0,1/2,4.0,Garnish,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serve in old-fashioned glass filled with ice cubes and stir. Add a twist of lemon peel.,27,,1957
2110,9635.0,9635,Classic Cocktail,2000,2103.0,Main,0.0,1/4,702.0,Main,10.0,1 1/2,12.0,Main,10.0,1 1/2,52.0,Main,4.0,1,2054.0,For the Glass,0.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepare rim of old-fashioned glass by rubbing with lemon and dipping into powdered sugar. Shake ingredients with ice and strain into prepared glass.,27,,1935
2111,9655.0,9655,Hennessy Martini,2000,2498.0,Main,4.0,2,761.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fill shaker or mixing glass with ice. Add Hennessy and lemon juice. Stir gently, don't shake. Let settle. Strain into chilled martini glass. Garnish with twist of lemon peel.",44,,2000
2112,9660.0,9660,Jamaica Hop,2000,102.0,Main,4.0,1,2494.0,Main,4.0,1,930.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake well with ice and strain into cocktail glass.,44,,1974
2113,9665.0,9665,Lugger,2000,52.0,Main,4.0,1,57.0,Main,4.0,1,2254.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1974
2114,9667.0,9667,Merry Widow Cocktail No. 2,2000,12.0,Main,4.0,1 1/4,91.0,Main,4.0,1 1/4,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass. Serve with a cherry.,44,,1935
2115,9678.0,9678,Polonaise,2000,52.0,Main,4.0,1 1/2,100.0,Main,34.0,1,101.0,Main,4.0,1/2,761.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into old-fashioned glass over ice cubes.,27,,1974
2116,9681.0,8270,Princess Pousse Cafe,1988,63.0,Main,4.0,3/4,930.0,Main,10.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour cream carefully on top of brandy, so that it does not mix. Use pousse-cafe glass.",32,,1935
2117,9684.0,9684,Saratoga Cocktail,2000,52.0,Main,4.0,2,2048.0,Main,2.0,2,761.0,Main,10.0,1,118.0,Main,10.0,1,12.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2118,9688.0,9688,Singapore Sling,2000,2103.0,Main,0.0,1/2,2054.0,Main,10.0,1,16.0,Main,4.0,2,2362.0,Main,0.0,1,91.0,Main,4.0,1/2,240.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Singapore Sling is a fruity gin cocktail with a little spice found in the Angostura bitters and Benedictine. Fleischmann's gin, with its bright candied lemon flavor and spicy juniper aromas cut the sugary sweetness of the fruit juice, and enhance the interesting spice of the Benedictine, making it an excellent choice for the Singapore Sling.","Shake lemon, sugar, and gin with ice and strain into collins glass. Add ice cubes and fill with club soda. Float cherry-flavored brandy on top. Decorate with fruits in season and serve with straws.",13,"The Sling was a type of drink typically made with gin that was mixed with a bit of water, flavored, sweetened, and served cold. The Singapore Sling is a variation on this theme that was developed at the turn of the 20th century by Ngiam Tong Boon, a bartender at the Raffles Hotel in Singapore. If you visit the hotel today, you can actually see the safe where Boon stored his cocktail books. The Singapore Sling was taken off the hotel menu at one point and nearly forgotten. When the hotel wanted to revive it some time later, the bartenders had to rack their brains to remember the recipe. As is common with older cocktails, few people agree on how to make this one. Different recipes call for different fruit juices and even different liqueurs. Whatever your school of thought, this is a sweet, complex cocktail that you're sure to love.",1935
2119,9692.0,9692,Special Rough Cocktail,2000,57.0,Main,4.0,1 1/2,52.0,Main,4.0,1 1/2,75.0,Main,10.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2120,9696.0,9696,Tempter Cocktail,2000,56.0,Main,4.0,1,2254.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,44,,1935
2121,9705.0,9705,Adam and Eve,2000,2239.0,Main,4.0,1,16.0,Main,4.0,1,52.0,Main,4.0,1,761.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake well with cracked ice and strain into cocktail glass.,44,,1974
2122,9710.0,9710,Alexander's Sister Cocktail,2000,277.0,Main,4.0,1,710.0,Main,4.0,1,930.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Sprinkle nutmeg on top.,44,,1935
2123,9713.0,9713,Apricot Anisette Collins,2000,16.0,Main,4.0,1 1/2,2254.0,Main,4.0,1/2,75.0,Main,10.0,1 1/2,761.0,Main,34.0,1,2362.0,Main,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into collins glass over ice. Fill with club soda and stir lightly. Garnish with a slice of lemon.,13,,1974
2124,9717.0,7541,Beauty Spot Cocktail,1988,2052.0,Main,10.0,1,9.0,Main,4.0,1/2,19.0,Main,4.0,1/2,16.0,Main,4.0,1,54.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first four ingredients with ice and strain into cocktail glass, with a dash of grenadine in bottom of glass.",44,,1935
2125,9721.0,9721,Bermuda Rose ,2000,16.0,Main,4.0,1 1/4,2254.0,Main,10.0,1 1/2,54.0,Main,10.0,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,44,,1935
2126,9722.0,9722,Bijou Cocktail,2000,16.0,Main,4.0,3/4,168.0,Main,4.0,3/4,9.0,Main,4.0,3/4,17.0,Main,2.0,1,103.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Named after the French word for ""jewel"" this refreshingly herbal cocktail can be just that when Sunset Hill's Small Batch Gin is used. This drink requires a quality gin with citrus, and floral botanicals to brighten the cocktail, while also highlighting the interesting flavors of the Campari, and Chartreuse.",Stir with ice and strain into cocktail glass. Add a cherry on top.,44,"One of the earliest known mentions of this late 19th century cocktail is in Harry Johnson's 1882 Bartender's Manual. Bijou is French for jewel and was supposedly named because the colors of the three ingredients—gin, vermouth, and Chartreuse—resembled diamonds, rubies, and emeralds. This drink is packed with big, bold flavors typical of the pre-Prohibition era, but eventually fell out of popularity as American palates drifted toward simpler flavors. The original recipe, which calls for equal parts of the three ingredients, is wildly herbaceous in the most delicious of ways. If it's a little over the top for you, just ask your bartender to please dial back the Chartreuse and vermouth. This will yield a drier, more approachable flavor profile. If you're making your own, remember that dilution is key with a cocktail of this strength.",1935
2127,9723.0,9723,Billy Taylor,2000,2104.0,Main,0.0,1/2,16.0,Main,4.0,2 ,2362.0,Main,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fill collins glass with club soda and ice cubes. Stir in lime juice and gin.,13,,1957
2128,9724.0,9724,Bloodhound Cocktail,2000,19.0,Main,4.0,1/2,9.0,Main,4.0,1/2,16.0,Main,4.0,1,2095.0,Main,70.0,2 or 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass. Decorate with two or three crushed strawberries.,44,,1935
